domanda,risposta,id,front,back,last_review,interval,ease_factor,repetitions,last_confidence,chapter,removed
What is Infrastructure as a Service (IaaS)?,"A cloud computing service model where the provider offers virtualized computing resources such as virtual machines, storage, and networks over the internet.",ead551cb-80c2-4d71-a91d-33f78031ae3a,What is Infrastructure as a Service (IaaS)?,"A cloud computing service model where the provider offers virtualized computing resources such as virtual machines, storage, and networks over the internet.",,0,2.5,0,0,6.0,0
What is Platform as a Service (PaaS)?,"A cloud computing service model that provides a platform allowing customers to develop, run, and manage applications without the complexity of building and maintaining the infrastructure.",c876dfe7-7e0e-4788-9de4-828b5c1d58eb,What is Platform as a Service (PaaS)?,"A cloud computing service model that provides a platform allowing customers to develop, run, and manage applications without the complexity of building and maintaining the infrastructure.",,0,2.5,0,0,6.0,0
What is Software as a Service (SaaS)?,"A cloud computing service model where software is licensed on a subscription basis and is centrally hosted, such as web-based email or CRM applications.",22e73097-d51f-4c84-9c5f-86666c564f64,What is Software as a Service (SaaS)?,"A cloud computing service model where software is licensed on a subscription basis and is centrally hosted, such as web-based email or CRM applications.",,0,2.5,0,0,6.0,0
What are the four deployment models for cloud computing?,"Public cloud, private cloud, hybrid cloud, and community cloud.",3bfbf2bb-3d7f-4911-b5f5-bdec3aa20f7e,What are the four deployment models for cloud computing?,"Public cloud, private cloud, hybrid cloud, and community cloud.",,0,2.5,0,0,6.0,0
"In application development, what does the 'Buy' strategy typically involve?","Adopting COTS (Commercial Off-The-Shelf) software modules for standardized functionalities, such as ERP suites, which can be customized according to business needs.",e7a3b1c2-8f4d-4a5e-9b6c-2d3e4f5a6b7c,"In application development, what does the 'Buy' strategy typically involve?","Adopting COTS (Commercial Off-The-Shelf) software modules for standardized functionalities, such as ERP suites, which can be customized according to business needs.",2026-01-30T10:43:00.253218,1,2.36,1,3,3.0,0
What are the three logical layers into which applications are typically partitioned?,"The presentation layer (P) for user interaction, the application logic layer (A) for business functions, and the data access logic layer (D) for information management.",d8e9f0a1-2b3c-4d5e-6f7a-8b9c0d1e2f3a,What are the three logical layers into which applications are typically partitioned?,"The presentation layer (P) for user interaction, the application logic layer (A) for business functions, and the data access logic layer (D) for information management.",2026-01-30T10:16:12.836170,1,2.36,1,3,3.0,0
What is the difference between the 'One Stop Shopping' and 'Best of Breed' ERP acquisition strategies?,"One Stop Shopping purchases all modules from a single provider ensuring interoperability, while Best of Breed acquires modules from different specialized providers for better quality but requires significant integration effort.",a1b2c3d4-e5f6-7890-abcd-ef1234567890,What is the difference between the 'One Stop Shopping' and 'Best of Breed' ERP acquisition strategies?,"One Stop Shopping purchases all modules from a single provider ensuring interoperability, while Best of Breed acquires modules from different specialized providers for better quality but requires significant integration effort.",2026-01-30T10:42:45.332540,1,2.36,1,3,3.0,0
"What was the 'silo approach' in early information systems, and what problems did it cause?","Applications were autonomous islands supporting specific business functions. This caused problems like significant IT effort for data flows between applications, data redundancy and inconsistencies, and difficulty obtaining an overall view of data.",b2c3d4e5-f6a7-8901-bcde-f23456789012,"What was the 'silo approach' in early information systems, and what problems did it cause?","Applications were autonomous islands supporting specific business functions. This caused problems like significant IT effort for data flows between applications, data redundancy and inconsistencies, and difficulty obtaining an overall view of data.",2026-01-30T10:43:50.160489,1,2.36,1,3,3.0,0
"In distributed applications, what is the difference between 'closed' and 'open' systems?","Closed systems have each logical layer communicating only with adjacent layers, while open systems allow each logical layer to communicate with external systems including other applications' logical layers.",c3d4e5f6-a7b8-9012-cdef-345678901234,"In distributed applications, what is the difference between 'closed' and 'open' systems?","Closed systems have each logical layer communicating only with adjacent layers, while open systems allow each logical layer to communicate with external systems including other applications' logical layers.",2026-01-30T10:41:17.664147,1,2.36,1,3,3.0,0
What is the difference between 'parameterization' and 'customization' when implementing an ERP?,"Parameterization enables or disables functionalities or selects specific function versions by setting parameters. Customization involves changing the actual code, similar to a software project modifying an existing program.",d4e5f6a7-b8c9-0123-defa-456789012345,What is the difference between 'parameterization' and 'customization' when implementing an ERP?,"Parameterization enables or disables functionalities or selects specific function versions by setting parameters. Customization involves changing the actual code, similar to a software project modifying an existing program.",2026-01-30T10:34:04.958752,1,2.36,1,3,3.0,0
